"ID_FAMILIA";"NU_CODIGO_FAMILIA_CBO";"TE_COND_GERAL_EXERC";"TE_DESCRICAO_SUMARIA";"TE_FORMACAO_EXPER";"TE_GLOSSARIO";"TE_NOTAS";"NM_TITULO_FAMILIA"
4282;"3516";"Exercem suas funções em empresas dos mais diversos ramos de atividades. São contratados na condição de trabalhadores assalariados, com carteira assinada. Em geral, atuam de forma individual, sob supervisão permanente, em ambientes ";"Elaboram, participam da elaboração e implementam política de saúde e segurança no trabalho (sst);; realizam auditoria, acompanhamento e avaliação na área; identificam variáveis de controle de doenças, acidentes, qualidade de vida e meio ambiente. Desenvolvem ações educativas na área de saúde e segurança no trabalho; participam de perícias e fiscalizações e integram processos de negociação. Participam da adoção de tecnologias e processos de trabalho; gerenciam documentação de sst; investigam, analisam acidentes e recomendam medidas de prevenção e controle.";"O exercício dessa ocupação requer formação de nível médio e curso técnico de segurança no trabalho.";"";"";"Técnicos em segurança do trabalho"
4285;"3241";"Atuam em clínicas médicas, odontológicas e oftalmológicas, ambulatórios, hospitais e laboratórios especializados. São empregados assalariados, com carteira assinada e trabalham em equipe supervisionada por médicos, permanen";"Realizam exames de  diagnóstico ou de tratamento; processam imagens e/ou gráficos; planejam atendimento; organizam área de trabalho, equipamentos e acessórios; operam equipamentos; preparam paciente para exame de  diagnóstico ou de tratamento; atuam na orientação de pacientes, familiares e cuidadores e trabalham com biossegurança.";"O exercício dessas ocupações requer formação técnica de nível médio ou superior em tecnologia em operação de equipamentos médicos, odontológicos e oftalmológicos, oferecidos por instituições de f";"Imagenologia ou diagnóstico por imagem: conjunto de métodos que usa a imagem como meio de diagnóstico (rádiodiagnóstico, medicina nuclear, ultrassonografia, tomografia computadorizada, ressonância magnética, etc);.Rec";"Norma regulamentadora: lei nº 7.394, de 29 de outubro de 1985 - regula o exercício da profissão de técnico em radiologia e dá outras providências decreto nº 92.790, de 17 de junho de 1986 -regulamenta a lei nº 7.394/85 ";"Tecnólogos e técnicos em métodos de diagnósticos e terapêutica"
4286;"1423";"Os profissionais dessa família ocupacional exercem suas atividades na condição de trabalhadores assalariados com carteira assinada. Atuam em equipes de trabalho sob supervisão ocasional; desenvolvem o trabalho em ambientes fechados, em per";"Elaboram planos estratégicos das áreas de comercialização, marketing e comunicação para empresas agroindustriais, industriais, de comercialização e serviços em geral; implementam atividades e coordenam sua execução; assessoram a diretoria e setores da empresa. Na área de atuação, gerenciam recursos humanos, administram recursos materiais e financeiros e promovem condições de segurança, saúde, preservação ambiental e qualidade.";"Essas ocupações são exercidas por profissionais com escolaridade de nível superior, do ensino regular ou cursos superiores de tecnologia (tecnólogos);. O tempo requerido para o exercício pleno das funções é de quatro a ";"Gerir conflitos:refere-se a mecanismo alternativos de solução de conflitos (mediação, conciliação, transação, diálogo, negociação, arbitragem);. Partes interessadas: pessoas ou organizações que";"nada consta";"Gerentes de comercialização, marketing e comunicação"
4287;"2238";"Trabalham nas áreas de saúde, de educação e de serviços sociais, em caráter liberal e/ou com vínculo empregatício ou ainda na prestação de serviços terceirizados, de forma individual ou em equipes multiprofissio";"Realizam tratamento fonoaudiológico para prevenção, habilitação e reabilitação de pacientes e clientes aplicando protocolos e procedimentos específicos de fonoaudiologia. Avaliam pacientes e clientes; realizam diagnóstico fonoaudiológico; orientam pacientes, clientes, familiares, cuidadores e responsáveis; atuam em programas de prevenção, promoção da saúde e qualidade de vida; exercem atividades técnico-científicas através da realização de pesquisas, trabalhos específicos, organização e participação em eventos científicos.";"Para o exercício da ocupação Fonoaudiólogo Geral é exigido curso superior na área de fonoaudiologia, com registro no conselho profissional pertinente. Para as demais ocupações de Fonoaudiólogo, além do curso superio";"Sensório-motor: movimento e sensação Percepto-cognitivo: percepção e inteligência Tecnologia assistiva: equipamentos tecnológicos que facilitam o acesso a outros equipamentos (adaptações); ";"Norma regulamentadora: decreto-lei nº 938, de 13 de outubro de 1969 - prevê sobre as profissões de fisioterapeuta e terapeuta ocupacional e dá outras providências.  Lei nº 6.316, de 17 de dezembro de 1975 - cria o conselho federal ";"Fonoaudiólogos"
4288;"2143";"Trabalham em ramos de atividade econômica variados. Na área industrial, encontram-se na fabricação de máquinas, aparelhos e materiais elétricos e eletrônicos e de equipamentos de telecomunicação. É expressiva a pres";"Executam serviços elétricos, eletrônicos e de telecomunicações, analisando propostas técnicas, instalando, configurando e inspecionando sistemas e equipamentos, executando testes e ensaios. Projetam, planejam e especificam sistemas e equipamentos elétricos, eletrônicos e de telecomunicações e elaboram sua documentação técnica; coordenam empreendimentos e estudam processos elétricos, eletrônicos e de telecomunicações.";"O exercício profissional requer formação em uma das áreas de Engenharia: elétrica, eletrônica ou telecomunicações ou curso de tecnólogo em uma das áreas, com registro no CREA. O exercício pleno das atividades oc";"CAD - Sigla em inglês para Computer-Aided Design - que significa projeto auxiliado por computador: conjunto de técnicas, programas e equipamentos especializados, us. para a realização computadorizada de projetos de arquitetura ou de engenh";"Podem ocorrer casos de engenheiros eletricistas e eletrônicos que também são professores no Ensino Superior ou pesquisadores. Para codificá-los considerar as atividades principais. ";"Engenheiros eletricistas, eletrônicos e afins"
4289;"2021";"Trabalham no setor industrial, em especial indústrias de transformação, tais como automotiva, aeronáutica e siderúrgica e na fabricação de máquinas e equipamentos. Geralmente são as empresas de médio e grande porte ";"Elaboram,implementam,desenvolvem, aperfeiçoam sistemas,processos e equipamentos automatizados. Testam,realizam a manutenção e assessoram a comercialização dos mesmos. Elaboram documentação técnica e coordenam atividades de trabalho na área de mecatrônica.";"Para o exercício da ocupação de engenheiro requer-se formação superior em Engenharia de Controle e Automação ou Mecatrônica e com registro no CREA. No caso dos Tecnólogos exige-se curso de tecnologia em Controle e Automa";"Sistemas automatizados: são equipamentos, processos, produtos e serviços que utilizam, de forma integrada, sistemas eletrônicos e mecânicos.  Produto: resultado final de um processo mecatrônico. Um carro, por exemplo. Sistema automatiz";"Norma Regulamentadora: Lei nº 5.194, de 24 de dezembro de 1966 - Regula o exercício das profissões de Engenheiro, Arquiteto e Engenheiro Agrônomo e dá  outras providências Lei nº 8.195, de 26 de junho de 1991 - Altera a Lei n";"Engenheiros de controle e automação, engenheiros mecatrônicos e afins"
4290;"2234";"Trabalham em instituições públicas ou privadas, em farmácias e redes de distribuição de remédios, nas indústrias de produtos farmacêuticos e correlatos, nas indústrias de produtos alimentares, de cosméticos, den";"Realizam ações específicas de dispensação de produtos e serviços farmacêuticos. Podem produzir esses produtos e serviços em escala magistral e industrial. Também realizam ações de controle de qualidade de produtos e serviços farmacêuticos, gerenciando o armazenamento, distribuição e transporte desses produtos. Desenvolvem produtos e serviços farmacêuticos, podem coordenar políticas de assistência farmacêutica e atuam na regulação e fiscalização de estabelecimentos, produtos e serviços farmacêuticos. Realizam análises clínicas, toxicológicas, físico-químicas, biológicas, microbiológicas e bromatológicas. Podem realizar pesquisa sobre os efeitos de medicamentos e outras substâncias sobre órgãos, tecidos e funções vitais dos seres humanos e dos animais.";"O acesso a essas ocupações requer curso superior em Farmácia. Atualmente a formação é única, substituindo as duas formações anteriores: a de farmácia e a de bioquímica.";"Fármaco-vigilância: relatar à vigilância sanitária casos que fogem aos padrões esperados, como efeitos colaterais não antecipados, falta de eficácia de medicamentos e etc.  Produtos de saúde e serviços farmacêut";"Norma Regulamentadora: Lei nº 3.820, de 11 de novembro de 1960 - Cria o Conselho Federal e os Conselhos Regionais de Farmácia e dá outras providências.  Decreto  nº 85.878, de 9 de abril de 1981 - Regulamenta a Lei nº 3.820/60. *Al";"Farmacêuticos"
4291;"5153";"O trabalho é exercido em instituições ou nas ruas. As atividades são exercidas com alguma forma de supervisão, geralmente em equipes multidisciplinares. Os horários de trabalho são variados: tempo integral, revezamento de turno";"Visam garantir a atenção, defesa e proteção a pessoas em situações de risco pessoal,social e a adolescentes em conflito com a lei. Procuram assegurar seus direitos, abordando-as, sensibilizando-as, identificando suas necessidades e demandas e desenvolvendo atividades e tratamento.";"O acesso às ocupações da família é livre sem requisitos de escolaridade. No caso dos socioeducadores, exige-se o segundo grau completo. Para a ocupação de conselheiro tutelar observa-se uma diversidade bastante acentuada no que";"Projeto político pedagógico (PPP);Plano individual de atendimento (PIA);";"Procedimentos de segurança:fazer revistas( revista individual, revista de ambiente, revista de espaço);.";"Trabalhadores de atenção, defesa e proteção a pessoas em situação de risco e adolescentes em conflito com a lei"
4292;"2516";"Trabalham em instituições das esferas pública e privada, bem como em ONG. Podem atuar em empresas ou instituições do setor agropecuário, comercial, industrial e de serviços. O foco de atuação é a família (ou ind";"Prestam serviços sociais orientando indivíduos, famílias, comunidade e instituições sobre direitos e deveres (normas, códigos e legislação);, serviços e recursos sociais e programas de educação; planejam, coordenam e avaliam planos, programas e projetos sociais em diferentes áreas de atuação profissional (seguridade, educação, trabalho, jurídica, habitação e outras);, atuando nas esferas pública e privada; orientam e monitoram ações em desenvolvimento relacionados à economia doméstica, nas áreas de habitação, vestuário e têxteis, desenvolvimento humano, economia familiar, educação do consumidor, alimentação e saúde; desempenham tarefas administrativas e articulam recursos financeiros disponíveis.";"O exercício dessas ocupações requer curso superior em serviço social para a ocupação de Assistente social e formação em economia doméstica para a ocupação de economista doméstico.";"Estudo Socio-territorialEstudo socio econômico familiar";"Norma Regulamentadora: Lei nº 8.662, de 7 de junho de 1993 - Dispõe sobre a profissão de Assistente Social e dá outras providências.  Lei nº 7.387, de 21 de outubro de 1985 - Dispõe sobre o exercício da profissão de Eco";"Assistentes sociais e economistas domésticos"
4294;"5174";"Trabalham em edifícios residenciais, comerciais e industriais, hotéis, locais de diversão. Podem ser empregados de locadoras de mão-de-obra, podendo fazer rodízio nas ocupações de porteiro de edifício, de locais de dive";"Fiscalizam a guarda do patrimônio e exercem a observação de fábricas, armazéns, residências, estacionamentos, edifícios públicos, privados e outros estabelecimentos, inclusive comerciais, percorrendo-os sistematicamente e inspecionando suas dependências,prevenir perdas,evitar incêndios e acidentes, entrada de pessoas estranhas e outras anormalidades; controlam fluxo de pessoas, identificando, orientando e encaminhando-as para os lugares desejados; recebem hóspedes em hotéis; acompanham pessoas e mercadorias; fazem manutenções simples nos locais de trabalho.";"O acesso a essas ocupações requer ensino fundamental ou médio. Os hotéis e as empresas de vigilância oferecem treinamentos ou recrutam os trabalhadores no mercado de trabalho e em instituições de formação profissional. ";"";"";"Porteiros, vigias e afins"
4300;"3524";"As ocupações de avaliador e de ouvidor (ombudsman); do meio de comunicação são exercidas por funcionários das empresas que veiculam o conteúdo da comunicação, como, por exemplo, os conteúdos de um canal de televis";"Preservam e protegem os direitos do cidadão, avaliando os produtos dos meios de comunicação, sob os aspectos éticos, educativos e artísticos, podendo realizar sua classificação indicativa e qualitativa. Preservam os direitos do autor, analisando, arrecadando e distribuindo direitos autorais.";"O exercício das ocupações de avaliador e ouvidor (ombudsman); do meio de comunicação requer formação universitária e experiência comprovada em avaliação de conteúdos. Geralmente, trabalham em equipe  interdi";"Direito de sincronização: trata-se das retribuições pagas pelos veículos de comunicação pelo uso ¿sincronizado¿ de imagem, som e texto. Por exemplo, usar música de Milton Nascimento como fundo de uma cena de novela.";"";"Profissionais de direitos autorais e de avaliacão de produtos dos meios de comunicação"
4302;"3221";"Atuam na área da saúde, serviços sociais e serviços pessoais. A grande maioria atua como autônomo, trabalhando por conta própria, de forma individual, embora os esteticistas também possam trabalhar em equipe. Executam suas funu";"Aplicam procedimentos estéticos e terapêuticos manipulativos, energéticos, vibracionais e não farmacêuticos. Os procedimentos terapêuticos visam a tratamentos de moléculas psico-neuro-funcionais, músculo-esqueléticas e energéticas; além de patologias e deformidades podais. No caso das doulas, visam prestar suporte contínuo à gestante no ciclo gravídico puerperal, favorecendo a evolução do parto e bem-estar da gestante. Avaliam as disfunções fisiológicas, sistêmicas, energéticas, vibracionais e inestéticas dos pacientes/clientes. Recomendam a seus pacientes/clientes a prática de exercícios, o uso de essências florais e fitoterpicos com o objetivo de diminuir dores,  reconduzir ao equilíbrio energético, fisiológico e psico-orgânico, bem como cosméticos, cosmecêuticos e óleos essenciais visando sua saúde e bem estar. Alguns profissionais fazem uso de instrumental pérfuro-cortante, medicamentos de uso tópico e órteses; outros aplicam métodos das medicinas oriental e convencional.";"A formação requerida para os esteticistas é a de técnico de nível médio ou graduação em tecnologia. No caso das Doulas é requerido um curso básico de qualificação profissional de, até, 200 horas, não";"Avaliar microssistemas do paciente: avaliar mãos, pés, orelha, nariz, língua, íris, dentes, pele, pulso. Tratar das podologias e das podopatias com afecções e infecções: cortar e lixar as unhas, desbastar as calosidades e a";"&#65533;";"Tecnólogos e técnicos em terapias complementares e estéticas"
4303;"3222";"Trabalham em hospitais, clínicas, serviços sociais, ou ainda em domicílios. São assalariados, com carteira assinada, ou trabalham por conta própria, prestando serviços temporários em clínicas ou em residências. Organiza";"Desempenham atividades técnicas de enfermagem em empresas públicas e privadas como: hospitais, clínicas e outros estabelecimentos de assistência médica, embarcações e domicílios; atuam em cirurgia, terapia, puericultura, pediatria, psiquiatria, obstetrícia, saúde ocupacional e outras áreas. Prestam assistência ao paciente zelando pelo seu conforto e bem estar, administram medicamentos e  desempenham tarefas de instrumentação cirúrgica, posicionando de forma adequada o paciente e o instrumental. Organizam ambiente de trabalho e dão continuidade aos plantões. Trabalham em conformidade às boas práticas, normas e procedimentos de biossegurança. Realizam registros e elaboram relatórios técnicos. Desempenham atividades e realizam ações para promoção da saúde da família.";"O ingresso nas ocupações técnicas requer certificação de competências ou curso técnico em enfermagem (nível médio);. Para os auxiliares de enfermagem requer-se ensino fundamental e cursos de qualificação profiss";"ambu: máscara (do inglês amboux); abocath: agulha especialUBS - Unidade Básica de SaúdeUsuário - título utilizado no programa de Estratégia de Saúde da Família para identificar a ";"";"Técnicos e auxiliares de enfermagem"
4305;"2146";"Trabalham, principalmente, nas atividades econômicas da indústria metalúrgica,  minerais não metálicos, borracha e plástico. Lidam com  materiais metálicos, compósitos, cerâmicos e polímeros. Podem ser encontrados, ";"Projetam estruturas, propriedades e processos de materiais e, para tanto, entre outras atividades, selecionam  materiais e processos, planejam e  supervisionam testes e experimentos e caraterizam produtos, processos e aplicações. Assessoram na transformação de matérias-primas em produtos, desenvolvem produtos, processos e aplicações, gerenciam qualidade de matérias-primas, produtos e serviços e elaboram documentação técnica. Podem prestar assessoria técnica a clientes.";"Requer-se formação superior em Engenharia, nas áreas de metalurgia, materiais e formações afins, com registro no CREA, sendo que há titulares que são pós-graduados e/ou especializados e/ou curso em nível de Tecnologia. ";"Estruturas: menor quantidade de um material capaz de representar as suas propriedades macroscópicas. São os modos de arranjo, construção ou organização das partes, elementos ou constituintes dos materiais. Beneficiamento de materia";"Norma Regulamentadora: Lei nº 5.194, de 24 de dezembro de 1966 - regula o exercício das profissões de Engenheiro, Arquiteto e Engenheiro Agrônomo e dá outras providências.  Lei nº 8.195, de 26 de junho de 1991 - altera a lei nu";"Engenheiros metalurgistas, de materiais e afins"
4306;"0102";"A carreira é considerada típica de estado, estando regulamentada pelo estatuto dos militares (lei nº 6.880, de 9 de dezembro de 1980);. É estruturada em vários postos hierárquicos que são galgados de forma seletiva, gradual e s";"estão compreendidas nesta família ocupacional as pessoas que servem voluntariamente às forças armadas e que, por determinação legal, dedicam-se exclusivamente a esse serviço, não podendo aceitar emprego civil, exceto os cargos civis de natureza militar previstos em legislação específica. Suas funções consistem em manter, cumprir e defender a constituição federal, dentro da sua esfera de atribuições; observar as leis; promover as condições de segurança necessárias para o desenvolvimento e o bem-estar geral; e defender a integridade territorial e a soberania do país. Abrange os membros permanentes das forças armadas e o pessoal que se acha temporariamente em serviço ativo, por período estabelecido em leis ou regulamentos específicos, incorporados às forças armadas após realizarem cursos e programas de treinamento.";"O ingresso na carreira de oficial é feito no posto inicial, conforme legislação específica de cada Força Armada e demais exigências legais. Os oficiais de carreira ingressam por concurso público nas escolas de formação ";"";"Os médicos, dentistas, farmacêuticos e veterinários podem ser convocados para servir obrigatoriamente às forças armadas, como oficial em sua especialidade, quando exercerem o direito de adiar a prestação do serviço militar ";"Oficiais das forças armadas"
4309;"2614";"Trabalham em serviços especializados de eventos, congressos e seminários, de atividades empresariais variadas, da administração pública, em empresas, universidades, fundações, produtoras e outras instituições, de carÃ";"Traduzem, na forma escrita e/ou oral, textos e imagens de qualquer natureza, de um idioma para outro, considerando as variáveis culturais, bem como os aspectos terminológicos e estilísticos, tendo em vista um público-alvo específico. Interpretam oralmente e/ou na língua de sinais, de forma simultânea ou consecutiva, de um idioma para outro, discursos, debates, textos, formas de comunicação eletrônica, respeitando o respectivo contexto e as características culturais das partes. Tratam das características e do desenvolvimento de uma cultura, representados por sua linguagem; fazem a crítica dos textos. Prestam assessoria a clientes.";"As ocupações da família requerem formações diferenciadas: o superior completo para filólogos,  linguistas e audiodescritores o ensino médio ou o diploma de técnico para tradutores e intérpretes. O desenvolvimento pl";"Códice:conjunto dessas placas, articulado por dobradiças, constituindo uma espécie de livro (Houaiss);. Ecdótica: ciência que busca, por meio de minuciosas regras de hermenêutica e exegese, restituir a forma mais próxima do que";"";"Filólogos,tradutores ,intérpretes e afins"
4310;"5161";"O trabalho tende a requerer profissionais polivalentes capazes de executar diversas tarefas. Geralmente trabalham em equipe, exceto esteticistas. Trabalham em horários irregulares e em posições desconfortáveis, durante longos períodos.";"Tratam da estética e saúde e aplicam produtos químicos para ondular, alisar ou colorir os cabelos; cuidam da beleza das mãos e pés; realizam depilação e tratamento de pele;  fazem maquiagens sociais e para caracterizações (maquiagem artística);; realizam massagens estáticas utilizando produtos e aparelhagem; selecionam, preparam e cuidam do local e materiais de trabalho.  Podem administrar os negócios.";"As ocupações dessa família requerem para o seu exercício, no mínimo, o ensino fundamental incompleto, curso de qualificação e até um ano de experiência profissional. Principalmente para as funções de esteticista";"Peeling facial: tratamento facial para remover a camada superficial da pele.  Lifting biológico: suavizar linhas de expressão da face. ";"Norma regulamentadora: lei nº 3.968, de 5 de outubro de 1961 - dispõe sobre o exercício da profissão de massagista.";"Trabalhadores nos serviços de embelezamento e higiene"
4311;"0103";"";"estão compreendidas nesta família ocupacional as pessoas que servem voluntária ou obrigatoriamente às forças armadas e que, por determinação legal, dedicam-se exclusivamente a esse serviço, não podendo aceitar emprego civil, exceto os cargos civis de natureza militar previstos em legislação específica. Abrange os membros permanentes das forças armadas e o pessoal que se acha temporariamente em serviço ativo, por período estabelecido em leis ou regulamentos específicos, incorporados às forças armadas após realizarem cursos e programas de treinamento.";"O acesso à carreira é feito, normalmente, por concurso público para as escolas de formação de graduados, abrangendo os ensinos fundamental e médio. Após o curso, as praças são promovidas a marinheiro (na marinha); ou so";"";"No exército e na aeronáutica existem graduações que designam apenas os militares dos quadros de taifeiros, que são: taifeiro-mor, taifeiro-de-primeira-classe e taifeiro-de-segunda-classe.   Esta família ocupacional foi descrita por";"Praças das forças armadas"
4312;"2251";"Os profissionais dessa família ocupacional exercem suas funções em setores cujas atividades referem-se  a saúde e serviços sociais, ensino, pesquisa e desenvolvimento. De modo geral atuam por conta própria, na condição de a";"Realizam consultas e atendimentos médicos; tratam pacientes e clientes; implementam ações de prevenção de doenças e promoção da saúde tanto individuais quanto coletivas; coordenam programas e serviços em saúde, efetuam perícias, auditorias e sindicâncias médicas; elaboram documentos e difundem conhecimentos da área médica.";"Essas ocupações são exercidas por profissionais com formação superior em Medicina, credenciados pelo Conselho Regional de Medicina (CRM);. O exercício pleno das funções se dá após o período de um a dois anos de ";"Anamnese: indagação de alguns dados da história de vida do paciente. Investigação do seu estado de saúde geral e específico à especialidade médica. Doenças prevalentes: medir a pressão arterial para rastrear hip";"Norma Regulamentadora: Lei nº 3.268, de 30 de setembro de 1957 - Dispõe sobre os Conselhos de Medicina e dá outras providências.  Decreto nº 44.045, de 19 de julho de 1958 - Aprova  o regulamento do Conselho Federal e Conselhos Regiona";"Médicos clínicos"
4319;"5121";"Trabalham em residências, diariamente, em tempo integral ou parcial, ou por jornada diária.  As funções da diarista e da faxineira tem as seguintes distinções: a diarista tem uma gama de atividades maior "" prepara refeições";"Preparam refeições e prestam assistência às pessoas, cuidam de peças do vestuário como roupas e sapatos e colaboram na administração da casa, conforme orientações recebidas. Fazem arrumação ou faxina e podem cuidar de plantas do ambiente interno e de animais domésticos.";"Há tendência de aumento de qualificação para o acesso a essas ocupações, dependendo da classe social do empregador. De forma geral requer-se ensino fundamental completo. Atualmente ampliam-se os cursos de qualificação profi";"";"Norma regulamentadora: lei nº 5.859, de 11/12/72 - dispõe sobre a profissão de empregado doméstico e dá outras providências.  Decreto nº 71.885, de 09/03/1973 aprova o regulamento da lei nº 5.859, de 11/12/1972. *Medida pro";"Trabalhadores dos serviços domésticos em geral"
4321;"5211";"Trabalham como assalariados, com carteira assinada ou como autônomos, em empresas comerciais. O ambiente de trabalho é fechado, exceto para o frentista que atua, geralmente, a céu aberto. Trabalham em equipe, com supervisão permanente ou o";"Vendem mercadorias em estabelecimentos do comércio varejista ou atacadista, auxiliando os clientes na escolha. Controlam entrada e saúda de mercadorias. Promovem a venda de mercadorias, demonstrando seu funcionamento, oferecendo-as para degustação ou distribuindo amostras das mesmas. Informam sobre suas qualidades e vantagens de aquisição. Expõem mercadorias de forma atrativa, em pontos estratégicos de vendas, com etiquetas de preço. Abastecem pontos de venda, gôndolas e balcões e atendem clientes em lojas e mercados. Fazem inventário de mercadorias para reposição. Elaboram relatórios de vendas, de promoções, de demonstrações e de pesquisa de preços.";"Em geral para o exercício das ocupações de atendente de farmácia, demonstrador de mercadorias, promotor de vendas, repositor de mercadorias, vendedor de comércio varejista e vendedor atacadista, requer-se ensino fundamental a ensino mu";"Materiais de destinação adequada: material perfuro-cortante, material tóxico, material impróprio para consumo.";"";"Operadores do comércio em lojas e mercados"
4322;"7832";"Os profissionais dessa família ocupacional exercem suas funções em empresas de transporte terrestre, aéreo e aquaviário e naquelas cujas atividades são consideradas anexas e auxiliares do ramo de transporte. Os trabalhadores das oc";"Preparam cargas e descargas de mercadorias; movimentam e fixam mercadorias e cargas em navios, aeronaves, caminhões e vagões; entregam e coletam encomendas ; manuseiam cargas especiais; reparam embalagens danificadas e controlam a qualidade dos serviços prestados. Operam equipamentos de carga e descarga; conectam tubulações às instalações de embarque de cargas. Realizam atividades de limpeza e conservação nos armazéns portuários e nos navios; estabelecem comunicação, emitindo, recebendo e verificando mensagens, notificando e solicitando informações, autorizações e orientações de transporte, embarque e desembarque de mercadorias.";"Para o exercício dessas ocupações não se requer nenhuma escolaridade exceto para a ocupação bloqueiro para cujo exercício é exigido a 4a série do 1o grau. Não se requer cursos de qualificação. Não se exi";"Peação: amarração/fixação da carga nos porões ou conveses da embarcação, visando evitar sua avaria pelo balanço do mar com cabo, fita, corrente, sisal.Despeação: desamarração, desfazimento ";"Bloco: origem do nome vem do bloco de pessoas que eram chamados para fazer um trabalho no navio.O trabalho do bloco é feito por empreitada.Na lei, o trabalhador portuário de bloco tem uma função mas na prática, esse";"Trabalhadores de cargas e descargas de mercadorias"
4323;"5143";"Trabalham em companhias e órgãos de limpeza pública, em condomínios de edifícios, em empresas comerciais e industriais, como assalariados e com carteira assinada; as atividades são realizadas em recintos fechados ou a céu abert";"Executam serviços de manutenção elétrica, mecânica, hidráulica, carpintaria e alvenaria, substituindo, trocando, limpando, reparando e instalando peças, componentes e equipamentos. Conservam vidros e fachadas, limpam recintos e acessórios e tratam de piscinas. Trabalham seguindo normas de segurança, higiene, qualidade e proteção ao meio ambiente.";"Para o exercício das ocupações requer-se ensino fundamental completo ou prática profissional no posto de trabalho. A(s); ocupação(ões); elencada(s); nesta família ocupacional, demandam formação profissional para efe";"";"";"Trabalhadores nos  serviços de manutenção de edificações"
4324;"4110";"Trabalham nos mais variados ramos de atividades públicas ou privadas. São empregados com carteira e se organizam em equipe, tendo supervisão ocasional. O ambiente de trabalho é fechado e o horário é diurno. A categoria de ""auxiliar";"Executam serviços de apoio nas áreas de recursos humanos, administração, finanças e logística; atendem fornecedores e clientes, fornecendo e recebendo informações sobre produtos e serviços; tratam de documentos variados, cumprindo todo o procedimento necessário referente aos mesmos. Atuam na concessão de microcrédito a microempresários, atendendo clientes em campo e nas agências, prospectando clientes nas comunidades.";"Para o acesso às ocupações dessa família ocupacional requer-se o ensino médio completo, um a dois anos de experiência profissional e para algumas das ocupações, curso básico de qualificação. A(s); ocupaçå";"Parceiros - líderes comunitários, diretores de escolas, associações de bairro, igrejas, parceiros comerciais etc.Eventos - palestras informativas onde o trabalho é divulgado";"";"Agentes, assistentes e auxiliares administrativos"
4325;"2531";"Exercem suas atividades em empresas de publicidade ou de forma autônoma, no caso dos agenciadores de propaganda. Trabalham majoritariamente com carteira assinada ou associados a agências de publicidade. Trabalham em período diurno, sem supervi";"Desenvolvem propagandas e promoções, estruturando estratégia de projetos, planejamento estratégico, venda de serviços publicitários.";"Para o exercício dessas ocupações requer-se curso superior em Publicidade e Propaganda. O pleno exercício das atividades ocorre após um ou dois anos de experiência.";"Target: público-alvo. Briefing: resumo do pedido do cliente, contém dados de mercado, o target, resultado da pesquisa, objetivo da comunicação, meios a utilizar. Meios de comunicação: radio, televisão, jornal, etc;Veu";"Norma Regulamentadora: Lei nº 5.377, de 11 de dezembro de 1967 - Disciplina a profissão de Relações Públicas e dá outras providências.   Decreto nº 63.283, de 26 de setembro de 1968 -  Regulamenta  a Lei nº 5.377/67. De";"Profissionais de publicidade"
4326;"3541";"Trabalham em empresas do comércio varejista e atacadista, e/ou em indústrias e/ou nos serviços,  como assalariados ou prestando serviços para as mesmas, como autônomos. O trabalho é exercido presencialmente ou à distância, ";"Planejam atividades de vendas especializadas e de demonstração de produtos. Realizam seus trabalhos através de visitas a clientes, onde apresentam e demonstram seus produtos, esclarecem dúvidas e acompanham o pós-venda. Contatam áreas internas da empresa, sugerem políticas de vendas e de promoção de produtos e participam de eventos.";"Para o exercício dessas ocupações requer-se conhecimentos especializados da área de atuação, escolaridade de nível médio, acompanhada de cursos e treinamentos de até duzentas horas. No caso do propagandista de produtos ";"";"";"Especialistas em promoção de produtos e vendas"
4327;"2236";"Trabalham nas áreas de saúde, de educação e de serviços sociais, em caráter liberal e/ou com vínculo empregatício ou ainda na prestação de serviços terceirizados, de forma individual ou em equipes multiprofissio";"Aplicam técnicas fisioterapêuticas para prevenção, readaptação e recuperação de pacientes e clientes. Atendem e avaliam as condições funcionais de pacientes e clientes utilizando protocolos e procedimentos específicos da fisioterapia e suas especialidades.  Atuam na área de educação em saúde através de palestras, distribuição de materiais educativos e orientações para melhor qualidade de vida. Desenvolvem e implementam programas de prevenção em saúde geral e do trabalho. Gerenciam serviços de saúde orientando e supervisionando recursos humanos. Exercem atividades técnico-científicas através da realização de pesquisas, trabalhos específicos, organização e participação em eventos científicos.";"Para o exercício dessas ocupações é exigido curso superior na área de fisioterapia, com registro no conselho profissional pertinente.";"Sensório-motor: movimento e sensação Percepto-cognitivo: percepção e inteligência Tecnologia assistiva: equipamentos tecnológicos que facilitam o acesso a outros equipamentos (adaptações); Táctil-cinestésica: ta";"Norma regulamentadora: decreto-lei nº 938, de 13 de outubro de 1969 - prevê sobre as profissões de fisioterapeuta e terapeuta ocupacional e dá outras providências.  Lei nº 6.316, de 17 de dezembro de 1975 - cria o conselho federal ";"Fisioterapeutas"
